Date,Time,millisecs,Ch1:Deg F,Ch2:Deg F,Ch3:,Ch4:Deg F
08/03/2009,07:57:26,280,-16.272,-32.456,1.117,32.000
08/03/2009,07:57:28,968,-16.975,-32.456,1.109,32.000
08/03/2009,07:57:31,657,-16.391,-32.276,1.109,32.000
08/03/2009,07:57:34,346,-14.899,-32.456,1.109,32.000
08/03/2009,07:57:37,035,-13.453,-32.276,1.109,32.000
08/03/2009,07:57:39,723,-13.031,-32.276,1.109,32.000
08/03/2009,07:57:42,412,-13.241,-32.276,1.101,32.000
08/03/2009,07:57:45,101,-13.561,-32.276,1.101,32.000
08/03/2009,07:57:47,789,-13.997,-32.098,1.101,32.000
08/03/2009,07:57:50,478,-14.445,-32.098,1.101,32.000
08/03/2009,07:57:53,167,-15.009,-32.098,1.092,32.000
08/03/2009,07:57:55,856,-15.571,-32.098,1.092,32.000
08/03/2009,07:57:58,544,-15.344,-32.098,1.092,32.000
08/03/2009,07:58:01,233,-13.241,-32.098,1.092,32.000
08/03/2009,07:58:03,922,-11.137,-31.921,1.084,32.000
08/03/2009,07:58:06,611,-10.306,-31.921,1.084,32.000
08/03/2009,07:58:09,299,-10.407,-32.098,1.084,32.000
08/03/2009,07:58:11,988,-10.820,-31.921,1.084,32.000
08/03/2009,07:58:14,677,-11.030,-31.921,1.076,32.000
08/03/2009,07:58:17,365,-9.610,-31.921,1.076,32.000
08/03/2009,07:58:20,054,-7.571,-31.921,1.076,32.000
08/03/2009,07:58:22,743,-5.895,-31.747,1.076,32.000
08/03/2009,07:58:25,432,-4.180,-31.747,1.068,32.000
08/03/2009,07:58:28,120,-2.619,-31.747,1.068,32.000
08/03/2009,07:58:30,809,-1.434,-31.747,1.068,32.000
08/03/2009,07:58:33,498,-1.267,-31.747,1.060,32.000
08/03/2009,07:58:36,186,-1.946,-31.747,1.060,32.000
08/03/2009,07:58:38,875,-2.787,-31.747,1.060,32.000
08/03/2009,07:58:41,564,-3.829,-31.747,1.060,32.000
08/03/2009,07:58:44,253,-4.795,-16.975,0.987,32.000
08/03/2009,07:58:46,941,-5.807,-31.747,1.060,32.000
08/03/2009,07:58:49,630,-6.713,-31.747,1.052,32.000
08/03/2009,07:58:52,319,-7.474,-31.921,1.052,32.000
08/03/2009,07:58:55,007,-8.039,-31.747,1.052,32.000
08/03/2009,07:58:57,696,-6.713,-31.747,1.044,32.000
08/03/2009,07:59:00,385,-5.433,-31.747,1.044,32.000
08/03/2009,07:59:03,074,-5.807,-31.747,1.044,32.000
08/03/2009,07:59:05,762,-5.157,-31.747,1.044,32.000
08/03/2009,07:59:08,451,-3.214,-31.575,1.044,32.000
08/03/2009,07:59:11,140,-1.434,-31.575,1.035,32.000
08/03/2009,07:59:13,828,-1.101,-31.575,1.035,32.000
08/03/2009,07:59:16,517,-1.603,-31.575,1.035,32.000
08/03/2009,07:59:19,206,-2.206,-31.405,1.035,32.000
08/03/2009,07:59:21,895,-2.787,-31.405,1.027,32.000
08/03/2009,07:59:24,583,-2.703,-31.405,1.027,32.000
08/03/2009,07:59:27,272,-1.184,-31.405,1.027,32.000
08/03/2009,07:59:29,961,0.604,-31.405,1.027,32.000
08/03/2009,07:59:32,650,2.403,-31.237,1.019,32.000
08/03/2009,07:59:35,338,4.150,-31.070,1.019,32.000
08/03/2009,07:59:38,027,5.549,-31.070,1.019,32.000
08/03/2009,07:59:40,716,5.695,-31.070,1.011,32.000
08/03/2009,07:59:43,404,5.179,-31.070,1.019,32.000
08/03/2009,07:59:46,093,4.299,-31.070,1.011,32.000
08/03/2009,07:59:48,782,3.464,-31.070,1.011,32.000
08/03/2009,07:59:51,471,2.403,-31.070,1.011,32.000
08/03/2009,07:59:54,159,1.700,-31.070,1.011,32.000
08/03/2009,07:59:56,848,0.997,-31.070,1.003,32.000
08/03/2009,07:59:59,537,0.365,-31.070,1.003,32.000
08/03/2009,08:00:02,225,-0.289,-31.070,1.003,32.000
08/03/2009,08:00:04,914,-0.372,-31.070,0.995,32.000
08/03/2009,08:00:07,603,1.228,-31.070,1.003,32.000
08/03/2009,08:00:10,292,1.228,-31.070,0.995,32.000
08/03/2009,08:00:12,980,0.841,-31.070,0.995,32.000
08/03/2009,08:00:15,669,0.997,-31.070,0.995,32.000
08/03/2009,08:00:18,358,2.858,-30.899,0.995,32.000
08/03/2009,08:00:21,046,4.075,-30.725,0.987,32.000
08/03/2009,08:00:23,735,5.253,-30.725,0.987,32.000
08/03/2009,08:00:26,424,6.128,-30.725,0.987,32.000
08/03/2009,08:00:29,113,6.550,-30.383,0.987,32.000
08/03/2009,08:00:31,801,7.821,-30.383,0.978,32.000
08/03/2009,08:00:34,490,9.463,-30.383,0.978,32.000
08/03/2009,08:00:37,179,9.797,-30.383,0.978,32.000
08/03/2009,08:00:39,868,8.915,-30.383,0.978,32.000
08/03/2009,08:00:42,556,7.959,-30.383,0.978,32.000
08/03/2009,08:00:45,245,7.543,-30.214,0.970,32.000
08/03/2009,08:00:47,934,8.775,-30.214,0.970,32.000
08/03/2009,08:00:50,622,9.053,-30.048,0.970,32.000
08/03/2009,08:00:53,311,8.500,-30.048,0.962,32.000
08/03/2009,08:00:56,000,7.682,-30.048,0.970,32.000
08/03/2009,08:00:58,689,6.901,-30.048,0.962,32.000
08/03/2009,08:01:01,377,6.689,-30.214,0.962,32.000
08/03/2009,08:01:04,066,8.164,-30.048,0.962,32.000
08/03/2009,08:01:06,755,8.775,-30.048,0.962,32.000
08/03/2009,08:01:09,444,8.231,-30.048,0.954,32.000
08/03/2009,08:01:12,132,7.543,-30.048,0.954,32.000
08/03/2009,08:01:14,821,7.752,-30.048,0.946,32.000
08/03/2009,08:01:17,510,8.984,-30.048,0.954,32.000
08/03/2009,08:01:20,198,8.635,-30.048,0.946,32.000
08/03/2009,08:01:22,887,8.027,-30.048,0.946,32.000
08/03/2009,08:01:25,576,8.500,-30.048,0.946,32.000
08/03/2009,08:01:28,265,10.257,-29.883,0.946,32.000
08/03/2009,08:01:30,953,11.715,-29.720,0.946,32.000
08/03/2009,08:01:33,642,12.742,-29.720,0.938,32.000
08/03/2009,08:01:36,331,14.046,-29.559,0.938,32.000
08/03/2009,08:01:39,020,15.478,-29.399,0.938,32.000
08/03/2009,08:01:41,708,16.691,-29.399,0.930,32.000
08/03/2009,08:01:44,397,16.511,-29.399,0.930,32.000
08/03/2009,08:01:47,086,15.838,-29.399,0.930,32.000
08/03/2009,08:01:49,774,14.868,-29.399,0.930,32.000
08/03/2009,08:01:52,463,15.297,-29.077,0.930,32.000
08/03/2009,08:01:55,152,16.451,-29.077,0.921,32.000
08/03/2009,08:01:57,841,17.747,-29.077,0.921,32.000
08/03/2009,08:02:00,529,18.280,-28.911,0.921,32.000
08/03/2009,08:02:03,218,18.339,-28.911,0.921,32.000
08/03/2009,08:02:05,907,18.571,-28.747,0.921,32.000
08/03/2009,08:02:08,595,19.949,-28.747,0.913,32.000
08/03/2009,08:02:11,284,20.065,-28.747,0.921,32.000
08/03/2009,08:02:13,973,19.251,-28.747,0.913,32.000
08/03/2009,08:02:16,662,18.397,-28.747,0.913,32.000
08/03/2009,08:02:19,350,17.338,-28.747,0.913,32.000
08/03/2009,08:02:22,039,16.751,-28.747,0.905,32.000
08/03/2009,08:02:24,728,17.164,-28.425,0.913,32.000
08/03/2009,08:02:27,416,18.222,-28.425,0.905,32.000
08/03/2009,08:02:30,105,19.251,-16.745,0.864,32.000
08/03/2009,08:02:32,794,19.656,-28.425,0.905,32.000
08/03/2009,08:02:35,483,19.027,-28.425,0.897,32.000
08/03/2009,08:02:38,171,18.104,-28.425,0.897,32.000
08/03/2009,08:02:40,860,17.280,-28.425,0.897,32.000
08/03/2009,08:02:43,549,17.396,-28.425,0.897,32.000
08/03/2009,08:02:46,237,18.571,-28.425,0.897,32.000
08/03/2009,08:02:48,926,18.280,-28.425,0.897,32.000
08/03/2009,08:02:51,615,17.396,-28.425,0.889,32.000
08/03/2009,08:02:54,304,16.571,-28.425,0.889,32.000
08/03/2009,08:02:56,992,15.838,-28.425,0.889,32.000
08/03/2009,08:02:59,681,15.598,-28.425,0.889,32.000
08/03/2009,08:03:02,370,17.047,-28.425,0.881,32.000
08/03/2009,08:03:05,059,17.396,-28.425,0.881,32.000
08/03/2009,08:03:07,747,16.810,-28.266,0.881,32.000
08/03/2009,08:03:10,436,16.146,-28.266,0.881,32.000
08/03/2009,08:03:13,125,15.962,-28.109,0.872,32.000
08/03/2009,08:03:15,813,17.164,-16.745,0.840,32.000
08/03/2009,08:03:18,502,18.857,-28.109,0.872,32.000
08/03/2009,08:03:21,191,20.122,-27.953,0.872,32.000
08/03/2009,08:03:23,880,20.747,-27.799,0.872,32.000
08/03/2009,08:03:26,568,21.869,-27.799,0.872,32.000
08/03/2009,08:03:29,257,23.119,-27.799,0.864,32.000
08/03/2009,08:03:31,946,22.742,-27.799,0.864,32.000
08/03/2009,08:03:34,634,21.701,-27.799,0.864,32.000
08/03/2009,08:03:37,323,21.305,-27.646,0.856,32.000
08/03/2009,08:03:40,012,22.419,-27.495,0.856,32.000
08/03/2009,08:03:42,701,23.717,-27.495,0.856,32.000
08/03/2009,08:03:45,389,23.717,-27.495,0.856,32.000
08/03/2009,08:03:48,078,22.849,-27.495,0.856,32.000
08/03/2009,08:03:50,767,21.869,-27.495,0.856,32.000
08/03/2009,08:03:53,455,20.859,-27.495,0.848,32.000
08/03/2009,08:03:56,144,21.305,-27.342,0.848,32.000
08/03/2009,08:03:58,833,22.742,-27.183,0.848,32.000
08/03/2009,08:04:01,522,24.037,-27.183,0.848,32.000
08/03/2009,08:04:04,210,24.927,-27.183,0.848,32.000
08/03/2009,08:04:06,899,25.305,-26.871,0.840,32.000
08/03/2009,08:04:09,588,25.036,-26.871,0.840,32.000
08/03/2009,08:04:12,276,24.143,-26.717,0.840,32.000
08/03/2009,08:04:14,965,23.284,-26.717,0.840,32.000
08/03/2009,08:04:17,654,22.364,-26.717,0.840,32.000
08/03/2009,08:04:20,343,21.305,-26.717,0.832,32.000
08/03/2009,08:04:23,031,20.465,-26.717,0.832,32.000
08/03/2009,08:04:25,720,20.409,-26.565,0.832,32.000
08/03/2009,08:04:28,409,20.859,-26.565,0.832,32.000
08/03/2009,08:04:31,098,21.305,-26.565,0.832,32.000
08/03/2009,08:04:33,786,20.970,-26.565,0.824,32.000
08/03/2009,08:04:36,475,20.180,-26.565,0.824,32.000
08/03/2009,08:04:39,164,19.139,-26.565,0.824,32.000
08/03/2009,08:04:41,852,18.914,-26.565,0.824,32.000
08/03/2009,08:04:44,541,20.007,-26.414,0.815,32.000
08/03/2009,08:04:47,230,20.409,-26.265,0.824,32.000
08/03/2009,08:04:49,919,19.832,-26.414,0.815,32.000
08/03/2009,08:04:52,607,18.970,-26.414,0.815,32.000
08/03/2009,08:04:55,296,17.986,-26.414,0.815,32.000
08/03/2009,08:04:57,985,16.929,-26.414,0.815,32.000
08/03/2009,08:05:00,673,15.838,-26.414,0.815,32.000
08/03/2009,08:05:03,362,14.868,-26.414,0.807,32.000
08/03/2009,08:05:06,051,14.046,-26.265,0.807,32.000
08/03/2009,08:05:08,740,13.741,-26.265,0.807,32.000
08/03/2009,08:05:11,428,15.175,-26.265,0.807,32.000
08/03/2009,08:05:14,117,15.598,-26.265,0.799,32.000
08/03/2009,08:05:16,806,15.114,-26.265,0.799,32.000
08/03/2009,08:05:19,494,14.238,-26.265,0.799,32.000
08/03/2009,08:05:22,183,13.372,-26.265,0.799,32.000
08/03/2009,08:05:24,872,12.614,-26.265,0.799,32.000
08/03/2009,08:05:27,561,12.034,-26.265,0.799,32.000
08/03/2009,08:05:30,249,12.097,-26.116,0.799,32.000
08/03/2009,08:05:32,938,13.496,-25.970,0.791,32.000
08/03/2009,08:05:35,627,14.238,-25.970,0.791,32.000
08/03/2009,08:05:38,316,13.862,-25.970,0.791,32.000
08/03/2009,08:05:41,004,13.310,-25.970,0.791,32.000
08/03/2009,08:05:43,693,12.742,-25.970,0.791,32.000
08/03/2009,08:05:46,382,12.034,-25.970,0.791,32.000
08/03/2009,08:05:49,070,11.325,-25.825,0.783,32.000
08/03/2009,08:05:51,759,10.522,-25.970,0.783,32.000
08/03/2009,08:05:54,448,9.864,-25.825,0.783,32.000
08/03/2009,08:05:57,137,9.122,-25.825,0.783,32.000
08/03/2009,08:05:59,825,8.433,-25.825,0.783,32.000
08/03/2009,08:06:02,514,8.567,-25.825,0.783,32.000
08/03/2009,08:06:05,203,10.061,-25.681,0.775,32.000
08/03/2009,08:06:07,891,11.843,-25.681,0.775,32.000
08/03/2009,08:06:10,580,12.097,-25.534,0.775,32.000
08/03/2009,08:06:13,269,11.586,-25.681,0.775,32.000
08/03/2009,08:06:15,958,10.860,-25.681,0.775,32.000
08/03/2009,08:06:18,646,10.061,-25.681,0.767,32.000
08/03/2009,08:06:21,335,9.395,-25.534,0.767,32.000
08/03/2009,08:06:24,024,8.984,-25.382,0.767,32.000
08/03/2009,08:06:26,712,10.126,-25.382,0.767,32.000
08/03/2009,08:06:29,401,11.843,-25.233,0.767,32.000
08/03/2009,08:06:32,090,13.123,-25.233,0.767,32.000
08/03/2009,08:06:34,779,13.123,-25.233,0.758,32.000
08/03/2009,08:06:37,467,13.619,-25.084,0.758,32.000
08/03/2009,08:06:40,156,15.114,-25.084,0.767,32.000
08/03/2009,08:06:42,845,16.810,-25.084,0.758,32.000
08/03/2009,08:06:45,533,18.513,-24.791,0.758,32.000
08/03/2009,08:06:48,222,20.180,-24.791,0.758,32.000
08/03/2009,08:06:50,911,21.701,-24.791,0.750,32.000
08/03/2009,08:06:53,600,23.393,-24.791,0.750,32.000
08/03/2009,08:06:56,288,24.143,-24.647,0.750,32.000
08/03/2009,08:06:58,977,23.610,-24.504,0.750,32.000
08/03/2009,08:07:01,666,22.902,-24.504,0.750,32.000
08/03/2009,08:07:04,355,22.035,-24.504,0.750,32.000
08/03/2009,08:07:07,043,21.191,-24.504,0.742,32.000
08/03/2009,08:07:09,732,20.352,-24.221,0.742,32.000
08/03/2009,08:07:12,421,19.597,-24.221,0.742,32.000
08/03/2009,08:07:15,109,18.571,-24.221,0.742,32.000
08/03/2009,08:07:17,798,17.569,-24.221,0.734,32.000
08/03/2009,08:07:20,487,16.631,-24.221,0.742,32.000
08/03/2009,08:07:23,176,15.598,-24.221,0.734,32.000
08/03/2009,08:07:25,864,15.114,-24.221,0.734,32.000
08/03/2009,08:07:28,553,16.208,-24.082,0.734,32.000
08/03/2009,08:07:31,242,17.569,-23.943,0.734,32.000
08/03/2009,08:07:33,930,18.628,-23.943,0.734,32.000
08/03/2009,08:07:36,619,18.513,-23.806,0.726,32.000
08/03/2009,08:07:39,308,17.986,-23.662,0.726,32.000
08/03/2009,08:07:41,997,17.396,-23.662,0.726,32.000
08/03/2009,08:07:44,685,16.751,-23.662,0.726,32.000
08/03/2009,08:07:47,374,16.085,-23.662,0.726,32.000
08/03/2009,08:07:50,063,15.598,-23.519,0.726,32.000
08/03/2009,08:07:52,751,15.962,-23.377,0.718,32.000
08/03/2009,08:07:55,440,17.222,-23.377,0.718,32.000
08/03/2009,08:07:58,129,18.163,-23.236,0.718,32.000
08/03/2009,08:08:00,818,17.986,-23.236,0.718,32.000
08/03/2009,08:08:03,506,17.396,-23.377,0.718,32.000
08/03/2009,08:08:06,195,16.691,-23.236,0.718,32.000
08/03/2009,08:08:08,884,16.024,-23.236,0.709,32.000
08/03/2009,08:08:11,572,15.297,-23.236,0.709,32.000
08/03/2009,08:08:14,261,14.555,-23.236,0.709,32.000
08/03/2009,08:08:16,950,13.741,-23.236,0.709,32.000
08/03/2009,08:08:19,639,12.870,-23.236,0.709,32.000
08/03/2009,08:08:22,327,11.970,-23.236,0.709,32.000
08/03/2009,08:08:25,016,11.061,-23.236,0.709,32.000
08/03/2009,08:08:27,705,10.257,-23.236,0.701,32.000
08/03/2009,08:08:30,394,9.597,-23.236,0.701,32.000
08/03/2009,08:08:33,082,8.915,-23.236,0.701,32.000
08/03/2009,08:08:35,771,8.366,-23.236,0.701,32.000
08/03/2009,08:08:38,460,7.682,-23.236,0.693,32.000
08/03/2009,08:08:41,148,7.046,-23.236,0.701,32.000
08/03/2009,08:08:43,837,6.550,-23.236,0.693,32.000
08/03/2009,08:08:46,526,5.985,-23.377,0.693,32.000
08/03/2009,08:08:49,215,5.549,-23.377,0.693,32.000
08/03/2009,08:08:51,903,4.955,-23.377,0.693,32.000
08/03/2009,08:08:54,592,4.299,-23.377,0.685,32.000
08/03/2009,08:08:57,281,3.695,-23.377,0.685,32.000
08/03/2009,08:08:59,969,3.155,-23.377,0.685,32.000
08/03/2009,08:09:02,658,3.619,-23.377,0.685,32.000
08/03/2009,08:09:05,347,5.549,-23.236,0.685,32.000
08/03/2009,08:09:08,036,7.682,-23.236,0.677,32.000
08/03/2009,08:09:10,724,8.915,-23.097,0.677,32.000
08/03/2009,08:09:13,413,8.915,-23.097,0.677,32.000
08/03/2009,08:09:16,102,8.500,-23.097,0.677,32.000
08/03/2009,08:09:18,790,7.959,-23.097,0.677,32.000
08/03/2009,08:09:21,479,7.402,-22.958,0.677,32.000
08/03/2009,08:09:24,168,6.829,-22.958,0.677,32.000
08/03/2009,08:09:26,857,6.340,-22.821,0.669,32.000
08/03/2009,08:09:29,545,5.695,-22.821,0.669,32.000
08/03/2009,08:09:32,234,4.955,-22.821,0.669,32.000
08/03/2009,08:09:34,923,4.373,-22.821,0.669,32.000
08/03/2009,08:09:37,612,4.955,-22.685,0.669,32.000
08/03/2009,08:09:40,300,6.689,-22.550,0.669,32.000
08/03/2009,08:09:42,989,8.775,-22.550,0.661,32.000
08/03/2009,08:09:45,678,9.864,-22.416,0.661,32.000
08/03/2009,08:09:48,366,9.664,-22.416,0.661,32.000
08/03/2009,08:09:51,055,9.191,-22.416,0.661,32.000
08/03/2009,08:09:53,744,8.775,-22.416,0.661,32.000
08/03/2009,08:09:56,433,8.164,-22.416,0.661,32.000
08/03/2009,08:09:59,121,7.543,-22.416,0.661,32.000
08/03/2009,08:10:01,810,6.758,-22.283,0.652,32.000
08/03/2009,08:10:04,499,6.128,-22.283,0.652,32.202
08/03/2009,08:10:07,187,5.549,-22.283,0.652,33.532
08/03/2009,08:10:09,876,5.028,-22.283,0.652,34.601
08/03/2009,08:10:12,565,4.520,-22.283,0.652,34.306
08/03/2009,08:10:15,254,4.373,-22.152,0.652,33.532
08/03/2009,08:10:17,942,4.373,-22.152,0.652,32.684
08/03/2009,08:10:20,631,4.075,-22.152,0.644,32.158
08/03/2009,08:10:23,320,3.619,-22.152,0.644,32.114
08/03/2009,08:10:26,008,3.155,-22.152,0.644,32.335
08/03/2009,08:10:28,697,2.708,-22.152,0.644,32.510
08/03/2009,08:10:31,386,2.094,-22.152,0.644,32.770
08/03/2009,08:10:34,075,1.460,-22.152,0.644,33.365
08/03/2009,08:10:36,763,1.074,-22.152,0.636,33.747
08/03/2009,08:10:39,452,0.684,-22.152,0.636,33.532
08/03/2009,08:10:42,141,0.604,-22.152,0.636,32.770
08/03/2009,08:10:44,829,0.604,-22.021,0.636,32.000
08/03/2009,08:10:47,518,0.204,-22.152,0.636,32.000
08/03/2009,08:10:50,207,-0.289,-22.152,0.628,32.000
08/03/2009,08:10:52,896,-0.774,-22.152,0.636,32.856
08/03/2009,08:10:55,584,-1.101,-22.152,0.636,33.747
08/03/2009,08:10:58,273,-1.519,-22.152,0.636,34.221
08/03/2009,08:11:00,962,-2.119,-22.152,0.628,34.349
08/03/2009,08:11:03,651,-2.787,-22.152,0.628,34.560
08/03/2009,08:11:06,339,-3.128,-22.152,0.628,34.852
08/03/2009,08:11:09,028,-3.475,-22.152,0.628,35.308
08/03/2009,08:11:11,717,-3.918,-22.152,0.620,35.436
08/03/2009,08:11:14,405,-4.094,-22.152,0.620,34.893
08/03/2009,08:11:17,094,-2.956,-22.152,0.620,34.007
08/03/2009,08:11:19,783,-1.101,-22.152,0.620,33.070
08/03/2009,08:11:22,472,-0.774,-22.021,0.620,32.335
08/03/2009,08:11:25,160,-0.937,-22.021,0.620,32.554
08/03/2009,08:11:27,849,-1.184,-22.021,0.620,33.533
08/03/2009,08:11:30,538,-1.519,-22.021,0.612,33.660
08/03/2009,08:11:33,226,-1.603,-21.885,0.620,32.942
08/03/2009,08:11:35,915,-0.453,-21.885,0.612,32.025
08/03/2009,08:11:38,604,0.684,-21.747,0.612,32.000
08/03/2009,08:11:41,293,1.304,-21.747,0.612,32.000
08/03/2009,08:11:43,981,1.074,-21.747,0.612,32.000
08/03/2009,08:11:46,670,0.684,-21.747,0.612,32.000
08/03/2009,08:11:49,359,0.525,-21.747,0.612,32.000
08/03/2009,08:11:52,047,1.938,-21.611,0.612,32.000
08/03/2009,08:11:54,736,2.172,-21.611,0.604,32.000
08/03/2009,08:11:57,425,1.938,-21.611,0.604,32.000
08/03/2009,08:12:00,114,1.620,-21.611,0.595,32.000
08/03/2009,08:12:02,802,1.304,-21.476,0.604,32.000
08/03/2009,08:12:05,491,2.094,-21.476,0.604,32.000
08/03/2009,08:12:08,180,3.155,-21.342,0.604,32.000
08/03/2009,08:12:10,868,3.464,-21.210,0.595,32.000
08/03/2009,08:12:13,557,3.155,-21.210,0.595,32.000
08/03/2009,08:12:16,246,2.783,-21.210,0.595,32.000
08/03/2009,08:12:18,935,3.464,-21.078,0.595,32.000
08/03/2009,08:12:21,623,4.811,-20.947,0.595,32.000
08/03/2009,08:12:24,312,4.666,-20.947,0.595,32.000
08/03/2009,08:12:27,001,4.150,-20.947,0.595,32.000
08/03/2009,08:12:29,690,3.542,-20.947,0.587,32.000
08/03/2009,08:12:32,378,2.858,-20.947,0.587,32.000
08/03/2009,08:12:35,067,2.172,-20.947,0.587,32.000
08/03/2009,08:12:37,756,1.460,-20.947,0.587,32.000
08/03/2009,08:12:40,444,0.997,-20.947,0.587,32.000
08/03/2009,08:12:43,133,0.445,-20.818,0.579,32.000
08/03/2009,08:12:45,822,0.919,-20.818,0.587,32.000
08/03/2009,08:12:48,511,2.708,-20.689,0.579,32.000
08/03/2009,08:12:51,199,3.464,-20.689,0.579,32.000
08/03/2009,08:12:53,888,3.230,-20.689,0.579,32.000
08/03/2009,08:12:56,577,2.858,-20.689,0.579,32.000
08/03/2009,08:12:59,265,2.556,-20.689,0.579,32.158
08/03/2009,08:13:01,954,2.094,-20.689,0.579,33.451
08/03/2009,08:13:04,643,1.780,-20.689,0.579,34.898
08/03/2009,08:13:07,332,1.380,-20.689,0.579,36.071
08/03/2009,08:13:10,020,0.919,-20.689,0.579,36.071
08/03/2009,08:13:12,709,1.228,-20.562,0.571,35.399
08/03/2009,08:13:15,398,2.858,-20.435,0.571,34.565
08/03/2009,08:13:18,086,4.884,-20.310,0.571,33.750
08/03/2009,08:13:20,775,6.689,-20.310,0.571,32.858
08/03/2009,08:13:23,464,8.096,-20.184,0.571,32.000
08/03/2009,08:13:26,153,9.191,-20.184,0.563,32.000
08/03/2009,08:13:28,841,9.731,-19.922,0.563,32.000
08/03/2009,08:13:31,530,9.395,-19.922,0.563,32.000
08/03/2009,08:13:34,219,8.775,-19.792,0.563,32.000
08/03/2009,08:13:36,908,8.096,-19.663,0.563,32.000
08/03/2009,08:13:39,596,8.299,-19.663,0.563,32.000
08/03/2009,08:13:42,285,9.327,-19.535,0.563,32.000
08/03/2009,08:13:44,974,10.658,-19.409,0.555,32.000
08/03/2009,08:13:47,662,11.970,-19.158,0.555,32.000
08/03/2009,08:13:50,351,13.496,-19.158,0.563,32.000
08/03/2009,08:13:53,040,15.357,-19.034,0.555,32.000
08/03/2009,08:13:55,729,16.929,-18.911,0.555,32.000
08/03/2009,08:13:58,417,17.047,-18.789,0.555,32.000
08/03/2009,08:14:01,106,16.631,-18.789,0.547,32.000
08/03/2009,08:14:03,795,15.962,-18.789,0.547,32.000
08/03/2009,08:14:06,483,15.357,-18.668,0.547,32.000
08/03/2009,08:14:09,172,14.618,-18.668,0.547,32.000
08/03/2009,08:14:11,861,14.046,-18.548,0.547,32.000
08/03/2009,08:14:14,550,13.434,-18.429,0.547,32.000
08/03/2009,08:14:17,238,12.742,-18.429,0.538,32.000
08/03/2009,08:14:19,927,12.097,-18.429,0.547,32.000
08/03/2009,08:14:22,616,11.521,-18.305,0.547,32.000
08/03/2009,08:14:25,304,11.193,-18.305,0.547,32.000
08/03/2009,08:14:27,993,12.806,-18.055,0.538,32.000
08/03/2009,08:14:30,682,14.110,-18.055,0.538,32.000
08/03/2009,08:14:33,371,13.983,-17.931,0.538,32.000
08/03/2009,08:14:36,059,13.619,-17.931,0.538,32.000
08/03/2009,08:14:38,748,13.248,-17.931,0.538,32.000
08/03/2009,08:14:41,437,14.429,-17.809,0.538,32.000
08/03/2009,08:14:44,125,16.146,-17.687,0.530,32.000
08/03/2009,08:14:46,814,16.511,-17.687,0.538,32.000
08/03/2009,08:14:49,503,16.208,-17.566,0.530,32.000
08/03/2009,08:14:52,192,15.717,-17.446,0.530,32.000
08/03/2009,08:14:54,880,15.114,-17.446,0.530,32.000
08/03/2009,08:14:57,569,15.053,-17.209,0.522,32.000
08/03/2009,08:15:00,258,16.571,-17.209,0.530,32.000
08/03/2009,08:15:02,947,17.164,-17.092,0.530,32.000
08/03/2009,08:15:05,635,16.691,-17.092,0.530,32.000
08/03/2009,08:15:08,324,16.085,-16.975,0.530,32.000
08/03/2009,08:15:11,013,16.571,-16.975,0.522,32.000
08/03/2009,08:15:13,701,17.927,-16.745,0.522,32.000
08/03/2009,08:15:16,390,17.867,-16.745,0.522,32.000
08/03/2009,08:15:19,079,17.280,-16.745,0.522,32.000
08/03/2009,08:15:21,768,16.691,-16.745,0.522,32.000
08/03/2009,08:15:24,456,15.900,-16.745,0.514,32.000
08/03/2009,08:15:27,145,15.114,-16.631,0.514,32.000
08/03/2009,08:15:29,834,14.492,-16.512,0.522,32.000
08/03/2009,08:15:32,522,14.238,-16.512,0.514,32.000
08/03/2009,08:15:35,211,13.923,-16.272,0.514,32.000
08/03/2009,08:15:37,900,13.496,-16.272,0.514,32.000
08/03/2009,08:15:40,589,12.997,-16.272,0.514,32.000
08/03/2009,08:15:43,277,12.355,-16.272,0.514,32.000
08/03/2009,08:15:45,966,12.997,-16.035,0.514,32.000
08/03/2009,08:15:48,655,14.110,-16.035,0.514,32.000
08/03/2009,08:15:51,343,13.862,-15.918,0.506,32.000
08/03/2009,08:15:54,032,13.496,-15.801,0.514,32.000
08/03/2009,08:15:56,721,13.741,-15.801,0.506,32.000
08/03/2009,08:15:59,410,15.538,-15.686,0.506,32.000
08/03/2009,08:16:02,098,17.338,-15.571,0.506,32.000
08/03/2009,08:16:04,787,18.397,-15.344,0.506,32.000
08/03/2009,08:16:07,476,18.914,-15.344,0.506,32.000
08/03/2009,08:16:10,164,18.743,-15.231,0.506,32.000
08/03/2009,08:16:12,853,18.222,-15.120,0.498,32.000
08/03/2009,08:16:15,542,18.397,-15.009,0.498,32.000
08/03/2009,08:16:18,231,19.832,-14.899,0.498,32.000
08/03/2009,08:16:20,919,20.409,-14.789,0.498,32.000
08/03/2009,08:16:23,608,19.891,-14.673,0.498,32.000
08/03/2009,08:16:26,297,19.251,-14.673,0.498,32.000
08/03/2009,08:16:28,986,19.597,-14.559,0.498,32.000
08/03/2009,08:16:31,674,20.915,-14.445,0.489,32.000
08/03/2009,08:16:34,363,20.915,-14.332,0.489,32.000
08/03/2009,08:16:37,052,20.522,-14.332,0.489,32.000
08/03/2009,08:16:39,740,20.065,-14.332,0.489,32.000
08/03/2009,08:16:42,429,19.479,-14.219,0.489,32.000
08/03/2009,08:16:45,118,18.857,-14.219,0.489,32.000
08/03/2009,08:16:47,807,18.104,-14.219,0.489,32.000
